pcon,pcon_name,region,country,con_est,con_low,con_high,lab_est,lab_low,lab_high,ld_est,ld_low,ld_high,ref_est,ref_low,ref_high,grn_est,grn_low,grn_high,oth_est,oth_low,oth_high,pc_est,pc_low,pc_high,snp_est,snp_low,snp_high,Seat category
E14001299,Hyndburn,North West,England,24.72%,18.67%,30.30%,53.46%,44.44%,61.53%,2.56%,0.85%,6.26%,13.73%,7.78%,22.15%,4.72%,2.04%,10.24%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong lab
E14001300,Ilford North,London,England,22.53%,17.35%,27.34%,57.53%,49.19%,66.16%,2.96%,1.01%,7.47%,8.13%,4.16%,13.80%,5.21%,2.27%,11.01%,2.62%,1.60%,3.99%,NA,NA,NA,NA,NA,NA, strong lab
E14001301,Ilford South,London,England,14.82%,11.35%,18.80%,63.06%,54.09%,71.21%,3.93%,1.51%,8.74%,6.20%,3.11%,10.98%,7.28%,3.30%,14.26%,3.56%,2.27%,5.77%,NA,NA,NA,NA,NA,NA, strong lab
E14001302,Ipswich,Eastern,England,24.02%,17.73%,30.21%,46.47%,38.77%,54.66%,3.38%,1.28%,7.30%,17.02%,9.67%,26.85%,7.39%,3.58%,13.05%,0.80%,0.45%,1.29%,NA,NA,NA,NA,NA,NA, strong lab
E14001303,Isle of Wight East,South East,England,30.01%,21.75%,38.39%,34.08%,25.29%,43.61%,6.07%,2.35%,13.92%,17.15%,8.96%,29.36%,10.88%,5.27%,18.63%,0.37%,0.21%,0.66%,NA,NA,NA,NA,NA,NA, toss up
E14001304,Isle of Wight West,South East,England,26.45%,18.68%,33.99%,38.83%,29.40%,49.97%,8.68%,4.05%,16.71%,11.37%,5.07%,20.11%,12.98%,6.64%,21.71%,0.33%,0.17%,0.62%,NA,NA,NA,NA,NA,NA, likely lab
E14001305,Islington North,London,England,6.00%,2.71%,11.55%,53.81%,39.44%,66.46%,5.98%,1.96%,13.57%,8.46%,4.04%,16.50%,10.82%,4.87%,21.30%,13.26%,7.54%,21.76%,NA,NA,NA,NA,NA,NA, strong lab
E14001306,Islington South and Finsbury,London,England,8.58%,5.96%,11.45%,64.79%,54.97%,73.89%,8.12%,3.63%,15.31%,6.13%,3.06%,10.82%,9.38%,4.55%,16.95%,2.25%,1.41%,3.54%,NA,NA,NA,NA,NA,NA, strong lab
E14001307,Jarrow and Gateshead East,North East,England,11.83%,7.65%,16.87%,59.72%,49.89%,68.70%,3.91%,1.59%,9.27%,17.56%,10.32%,26.59%,5.28%,2.21%,11.16%,0.65%,0.31%,1.26%,NA,NA,NA,NA,NA,NA, strong lab
E14001308,Keighley and Ilkley,Yorkshire and The Humber,England,28.19%,21.81%,34.00%,54.93%,47.27%,62.60%,3.00%,1.10%,7.20%,8.73%,4.28%,16.15%,3.56%,1.37%,8.16%,0.73%,0.43%,1.23%,NA,NA,NA,NA,NA,NA, strong lab
E14001309,Kenilworth and Southam,West Midlands,England,36.46%,29.50%,43.75%,32.42%,24.66%,41.06%,10.96%,5.83%,19.38%,13.44%,7.51%,21.63%,5.21%,2.37%,10.01%,0.38%,0.22%,0.67%,NA,NA,NA,NA,NA,NA, toss up
E14001310,Kensington and Bayswater,London,England,21.70%,16.63%,26.90%,53.70%,44.03%,62.86%,6.74%,2.46%,13.33%,7.53%,3.72%,13.19%,7.39%,3.47%,14.73%,1.80%,1.16%,2.75%,NA,NA,NA,NA,NA,NA, strong lab
E14001311,Kettering,East Midlands,England,32.23%,25.03%,39.93%,43.52%,35.34%,53.04%,3.55%,1.38%,7.50%,14.04%,7.07%,23.70%,5.03%,2.42%,9.43%,0.53%,0.36%,0.78%,NA,NA,NA,NA,NA,NA, likely lab
E14001312,Kingston and Surbiton,London,England,17.33%,12.25%,23.19%,18.70%,11.88%,28.01%,50.06%,37.55%,62.66%,7.64%,3.77%,14.26%,4.06%,1.83%,9.19%,1.23%,0.68%,2.16%,NA,NA,NA,NA,NA,NA, strong ld
E14001313,Kingston upon Hull East,Yorkshire and The Humber,England,17.53%,11.88%,24.43%,54.75%,46.02%,64.51%,3.62%,1.41%,8.26%,16.08%,8.47%,25.70%,6.65%,2.84%,13.54%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong lab
E14001314,Kingston upon Hull North and Cottingham,Yorkshire and The Humber,England,19.63%,15.26%,25.22%,50.71%,41.82%,58.60%,7.23%,3.52%,14.15%,11.85%,6.37%,19.80%,8.45%,4.01%,15.28%,1.17%,0.70%,1.97%,NA,NA,NA,NA,NA,NA, strong lab
E14001315,Kingston upon Hull West and Haltemprice,Yorkshire and The Humber,England,23.26%,16.28%,30.82%,48.22%,39.17%,58.27%,4.80%,1.85%,10.74%,16.77%,8.57%,26.40%,5.01%,1.92%,10.19%,0.78%,0.43%,1.40%,NA,NA,NA,NA,NA,NA, strong lab
E14001316,Kingswinford and South Staffordshire,West Midlands,England,38.60%,29.69%,47.58%,29.69%,22.66%,38.93%,5.32%,2.22%,10.92%,21.40%,12.36%,33.78%,3.35%,1.48%,6.99%,0.30%,0.17%,0.53%,NA,NA,NA,NA,NA,NA, lean con
E14001317,Knowsley,North West,England,6.09%,4.04%,8.89%,72.22%,61.45%,80.27%,3.07%,1.10%,7.48%,7.89%,4.34%,13.21%,8.69%,3.85%,17.36%,1.08%,0.48%,2.15%,NA,NA,NA,NA,NA,NA, strong lab
E14001318,Lancaster and Wyre,North West,England,23.05%,16.99%,28.48%,56.64%,48.27%,65.92%,4.36%,1.77%,9.21%,8.96%,4.53%,16.18%,5.91%,2.78%,11.53%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong lab
E14001319,Leeds Central and Headingley,Yorkshire and The Humber,England,7.55%,5.12%,10.40%,61.97%,48.50%,72.01%,5.75%,2.21%,13.33%,4.97%,2.45%,8.97%,16.42%,8.37%,29.61%,2.65%,1.47%,4.80%,NA,NA,NA,NA,NA,NA, strong lab
E14001320,Leeds East,Yorkshire and The Humber,England,20.96%,15.61%,26.73%,53.72%,45.98%,61.49%,3.83%,1.65%,8.10%,13.40%,7.72%,21.87%,6.20%,3.12%,11.53%,1.00%,0.60%,1.68%,NA,NA,NA,NA,NA,NA, strong lab
E14001321,Leeds North East,Yorkshire and The Humber,England,14.24%,10.77%,18.12%,59.46%,49.86%,68.41%,10.14%,5.02%,18.18%,4.63%,2.26%,8.26%,8.32%,3.96%,14.65%,2.28%,1.37%,3.87%,NA,NA,NA,NA,NA,NA, strong lab
E14001322,Leeds North West,Yorkshire and The Humber,England,24.24%,18.85%,30.16%,52.31%,43.61%,62.15%,5.97%,2.55%,12.27%,7.83%,3.89%,13.77%,7.80%,3.93%,14.39%,0.62%,0.35%,0.99%,NA,NA,NA,NA,NA,NA, strong lab
E14001323,Leeds South,Yorkshire and The Humber,England,17.05%,13.06%,21.12%,59.49%,48.23%,69.19%,7.51%,3.19%,14.95%,NA,NA,NA,12.72%,6.69%,22.40%,2.40%,1.38%,4.08%,NA,NA,NA,NA,NA,NA, strong lab
E14001324,Leeds South West and Morley,Yorkshire and The Humber,England,26.26%,20.56%,32.67%,54.17%,46.41%,62.84%,2.72%,1.06%,6.86%,11.20%,5.96%,17.83%,4.14%,1.61%,8.41%,0.53%,0.29%,0.92%,NA,NA,NA,NA,NA,NA, strong lab
E14001325,Leeds West and Pudsey,Yorkshire and The Humber,England,21.10%,16.11%,25.98%,61.58%,52.88%,69.28%,2.61%,0.91%,6.52%,8.02%,4.09%,14.52%,5.00%,2.15%,10.59%,0.87%,0.51%,1.47%,NA,NA,NA,NA,NA,NA, strong lab
E14001326,Leicester East,East Midlands,England,20.60%,11.66%,29.87%,46.27%,33.42%,58.79%,2.17%,0.57%,6.95%,10.02%,4.30%,19.88%,9.33%,3.43%,18.16%,9.80%,5.28%,17.07%,NA,NA,NA,NA,NA,NA, strong lab
E14001327,Leicester South,East Midlands,England,12.55%,9.42%,16.25%,56.51%,45.30%,66.16%,3.86%,1.50%,8.97%,6.10%,3.20%,10.53%,16.44%,9.25%,26.87%,3.71%,2.35%,5.95%,NA,NA,NA,NA,NA,NA, strong lab
E14001328,Leicester West,East Midlands,England,19.10%,14.22%,24.28%,50.89%,41.53%,58.66%,5.69%,2.54%,10.94%,12.42%,6.79%,20.11%,9.44%,5.01%,17.12%,1.91%,1.17%,3.17%,NA,NA,NA,NA,NA,NA, strong lab
E14001329,Leigh and Atherton,North West,England,22.39%,16.55%,28.43%,52.26%,42.98%,59.69%,3.91%,1.50%,9.09%,16.37%,8.97%,25.16%,3.60%,1.33%,8.10%,0.69%,0.42%,1.12%,NA,NA,NA,NA,NA,NA, strong lab
E14001330,Lewes,South East,England,28.28%,21.69%,34.69%,15.66%,9.99%,23.45%,39.91%,29.97%,50.18%,9.34%,4.79%,16.16%,5.34%,2.82%,10.37%,0.26%,0.15%,0.44%,NA,NA,NA,NA,NA,NA, likely ld
E14001331,Lewisham East,London,England,11.31%,8.49%,14.71%,57.90%,48.99%,65.80%,11.12%,5.79%,18.41%,6.53%,3.71%,10.86%,9.54%,4.82%,17.36%,2.82%,1.82%,4.38%,NA,NA,NA,NA,NA,NA, strong lab
E14001332,Lewisham North,London,England,6.86%,4.99%,9.18%,68.40%,59.24%,76.46%,4.70%,2.14%,9.59%,3.29%,1.63%,6.07%,13.47%,7.67%,21.99%,2.47%,1.48%,3.98%,NA,NA,NA,NA,NA,NA, strong lab
E14001333,Lewisham West and East Dulwich,London,England,8.03%,5.70%,10.67%,69.55%,59.92%,77.21%,3.76%,1.41%,7.92%,4.57%,2.10%,8.48%,10.99%,5.80%,18.96%,2.35%,1.41%,3.70%,NA,NA,NA,NA,NA,NA, strong lab
E14001334,Leyton and Wanstead,London,England,11.70%,8.98%,14.89%,64.18%,54.27%,73.14%,3.84%,1.50%,8.27%,5.25%,2.68%,8.88%,11.70%,6.05%,20.91%,2.47%,1.59%,3.65%,NA,NA,NA,NA,NA,NA, strong lab
E14001335,Lichfield,West Midlands,England,32.80%,24.18%,40.01%,37.26%,29.28%,46.37%,5.15%,2.08%,10.69%,20.14%,12.12%,31.71%,3.41%,1.47%,7.13%,0.33%,0.19%,0.55%,NA,NA,NA,NA,NA,NA, toss up
E14001336,Lincoln,East Midlands,England,24.01%,18.43%,30.22%,51.87%,42.41%,60.74%,3.90%,1.57%,8.30%,11.76%,6.72%,18.48%,6.86%,2.92%,13.51%,0.77%,0.50%,1.13%,NA,NA,NA,NA,NA,NA, strong lab
E14001337,Liverpool Garston,North West,England,7.51%,5.16%,10.40%,67.60%,55.45%,76.09%,5.44%,2.26%,11.14%,8.42%,4.62%,14.44%,8.69%,3.85%,17.74%,1.36%,0.75%,2.49%,NA,NA,NA,NA,NA,NA, strong lab
E14001338,Liverpool Riverside,North West,England,4.32%,2.75%,6.61%,68.68%,57.16%,77.33%,4.71%,1.89%,9.91%,4.20%,2.04%,8.37%,14.59%,7.71%,24.41%,2.67%,1.45%,4.69%,NA,NA,NA,NA,NA,NA, strong lab
E14001339,Liverpool Walton,North West,England,5.88%,3.76%,8.62%,74.38%,63.24%,83.12%,2.62%,0.82%,7.61%,6.94%,3.26%,13.08%,7.89%,3.08%,16.70%,1.14%,0.54%,2.31%,NA,NA,NA,NA,NA,NA, strong lab
E14001340,Liverpool Wavertree,North West,England,5.86%,3.87%,8.27%,70.09%,59.83%,78.91%,5.11%,1.92%,10.49%,4.25%,2.10%,7.87%,11.53%,5.58%,20.58%,2.15%,1.20%,3.69%,NA,NA,NA,NA,NA,NA, strong lab
E14001341,Liverpool West Derby,North West,England,6.03%,3.87%,8.59%,73.47%,63.59%,81.56%,3.49%,1.23%,8.35%,7.37%,3.87%,12.52%,7.52%,3.32%,15.88%,1.22%,0.57%,2.27%,NA,NA,NA,NA,NA,NA, strong lab
E14001342,Loughborough,East Midlands,England,27.02%,21.22%,33.31%,50.89%,42.06%,59.34%,3.38%,1.30%,7.50%,11.09%,5.44%,20.53%,6.63%,3.10%,13.02%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong lab
E14001343,Louth and Horncastle,East Midlands,England,37.64%,28.90%,46.56%,31.15%,24.01%,39.82%,5.33%,2.45%,9.93%,22.32%,13.01%,33.73%,2.33%,0.96%,5.15%,0.36%,0.17%,0.70%,NA,NA,NA,NA,NA,NA, lean con
E14001344,Lowestoft,Eastern,England,27.21%,18.99%,34.99%,42.75%,34.72%,51.84%,3.12%,1.09%,7.06%,21.16%,12.82%,32.71%,4.82%,2.10%,8.90%,NA,NA,NA,NA,NA,NA,NA,NA,NA, likely lab
E14001345,Luton North,Eastern,England,20.07%,15.32%,24.82%,56.15%,46.62%,65.81%,4.84%,1.76%,10.82%,8.70%,4.23%,16.10%,6.81%,2.71%,14.66%,2.12%,1.14%,3.82%,NA,NA,NA,NA,NA,NA, strong lab
E14001346,Luton South and South Bedfordshire,Eastern,England,17.91%,13.05%,23.11%,51.67%,40.91%,60.95%,5.88%,2.12%,13.38%,13.02%,7.34%,21.12%,8.67%,3.87%,17.51%,1.73%,1.03%,2.97%,NA,NA,NA,NA,NA,NA, strong lab
E14001347,Macclesfield,North West,England,27.15%,20.83%,33.43%,49.75%,42.03%,58.69%,5.12%,2.18%,10.04%,12.94%,7.12%,21.49%,3.59%,1.62%,7.27%,0.53%,0.32%,0.85%,NA,NA,NA,NA,NA,NA, strong lab
E14001348,Maidenhead,South East,England,43.03%,36.38%,49.48%,27.36%,19.66%,37.02%,20.62%,12.25%,31.53%,NA,NA,NA,7.38%,3.72%,13.98%,0.69%,0.42%,1.12%,NA,NA,NA,NA,NA,NA, likely con
E14001349,Maidstone and Malling,South East,England,33.32%,26.12%,40.56%,37.45%,28.38%,46.83%,9.70%,4.46%,18.36%,12.94%,6.70%,21.61%,4.80%,1.92%,9.29%,0.49%,0.29%,0.80%,NA,NA,NA,NA,NA,NA, toss up
E14001350,Makerfield,North West,England,18.68%,13.28%,24.25%,54.70%,45.66%,64.48%,3.07%,1.25%,7.42%,15.62%,8.37%,24.46%,6.37%,2.89%,12.82%,0.59%,0.31%,1.10%,NA,NA,NA,NA,NA,NA, strong lab
E14001351,Maldon,Eastern,England,39.98%,30.17%,49.00%,24.36%,17.65%,32.25%,11.67%,6.38%,19.88%,19.07%,10.27%,30.86%,4.06%,1.75%,7.55%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong con
E14001352,Manchester Central,North West,England,9.68%,7.07%,12.57%,66.58%,56.28%,74.88%,3.52%,1.23%,7.70%,6.76%,3.71%,11.49%,10.08%,5.12%,17.97%,2.65%,1.57%,4.25%,NA,NA,NA,NA,NA,NA, strong lab
E14001353,Manchester Rusholme,North West,England,5.24%,3.41%,7.63%,64.83%,53.61%,74.97%,NA,NA,NA,4.18%,2.15%,7.51%,20.70%,12.15%,33.45%,4.14%,2.22%,7.21%,NA,NA,NA,NA,NA,NA, strong lab
E14001354,Manchester Withington,North West,England,6.33%,4.25%,8.88%,66.30%,57.51%,75.01%,9.35%,4.92%,16.01%,4.03%,1.92%,7.83%,10.47%,5.83%,18.01%,2.46%,1.41%,4.21%,NA,NA,NA,NA,NA,NA, strong lab
E14001355,Mansfield,East Midlands,England,29.79%,21.53%,38.23%,42.30%,34.53%,50.73%,2.07%,0.78%,5.06%,21.66%,12.58%,34.06%,2.52%,1.01%,5.57%,0.38%,0.24%,0.60%,NA,NA,NA,NA,NA,NA, likely lab
E14001356,Melksham and Devizes,South West,England,36.11%,29.41%,42.71%,24.01%,17.14%,32.38%,24.89%,16.33%,34.20%,10.34%,5.30%,17.17%,4.04%,1.82%,8.37%,NA,NA,NA,NA,NA,NA,NA,NA,NA, likely con
E14001357,Melton and Syston,East Midlands,England,36.48%,29.13%,43.89%,34.94%,27.85%,43.35%,7.17%,3.43%,13.92%,13.94%,7.17%,21.72%,5.95%,3.03%,11.08%,0.44%,0.30%,0.67%,NA,NA,NA,NA,NA,NA, toss up
E14001358,Meriden and Solihull East,West Midlands,England,35.77%,28.17%,43.21%,38.03%,30.44%,46.27%,5.67%,2.44%,11.33%,16.75%,9.30%,26.91%,3.02%,1.26%,6.35%,NA,NA,NA,NA,NA,NA,NA,NA,NA, toss up
E14001359,Mid Bedfordshire,Eastern,England,34.44%,27.73%,42.05%,34.81%,26.93%,43.35%,7.63%,3.64%,14.77%,14.94%,8.08%,24.29%,6.29%,3.13%,11.89%,0.40%,0.24%,0.68%,NA,NA,NA,NA,NA,NA, toss up
E14001360,Mid Buckinghamshire,South East,England,36.13%,28.37%,43.96%,26.04%,18.33%,35.31%,21.33%,12.08%,33.64%,11.05%,5.43%,19.73%,3.94%,1.73%,8.02%,0.32%,0.19%,0.54%,NA,NA,NA,NA,NA,NA, likely con
E14001361,Mid Cheshire,North West,England,22.11%,16.82%,27.31%,58.20%,50.76%,66.00%,3.92%,1.67%,8.25%,11.37%,6.39%,19.32%,3.07%,1.25%,6.78%,0.43%,0.24%,0.72%,NA,NA,NA,NA,NA,NA, strong lab
E14001362,Mid Derbyshire,East Midlands,England,31.37%,23.71%,38.88%,39.06%,31.32%,47.41%,4.12%,1.71%,8.26%,18.17%,10.37%,29.15%,6.16%,2.99%,10.74%,0.34%,0.22%,0.54%,NA,NA,NA,NA,NA,NA, lean lab
E14001363,Mid Dorset and North Poole,South West,England,43.66%,34.94%,51.76%,18.05%,10.64%,27.97%,33.92%,20.56%,48.54%,NA,NA,NA,3.59%,1.59%,7.52%,0.27%,0.15%,0.49%,NA,NA,NA,NA,NA,NA, lean con
E14001364,Mid Leicestershire,East Midlands,England,33.80%,26.56%,41.24%,40.47%,32.91%,49.10%,4.30%,1.63%,9.38%,15.48%,8.99%,24.51%,4.88%,2.30%,9.91%,NA,NA,NA,NA,NA,NA,NA,NA,NA, lean lab
E14001365,Mid Norfolk,Eastern,England,34.68%,26.40%,42.88%,28.08%,20.53%,35.90%,9.42%,5.11%,16.70%,21.85%,12.60%,33.41%,4.82%,2.19%,10.06%,NA,NA,NA,NA,NA,NA,NA,NA,NA, lean con
E14001366,Mid Sussex,South East,England,29.99%,23.27%,36.81%,27.92%,20.70%,35.71%,24.65%,16.52%,35.26%,10.86%,5.84%,19.22%,4.97%,2.44%,9.37%,0.40%,0.24%,0.68%,NA,NA,NA,NA,NA,NA, toss up
E14001367,Middlesbrough and Thornaby East,North East,England,12.51%,8.43%,17.25%,59.26%,48.96%,68.66%,3.57%,1.25%,8.65%,14.78%,8.37%,22.75%,7.47%,3.22%,15.39%,1.37%,0.74%,2.52%,NA,NA,NA,NA,NA,NA, strong lab
E14001368,Middlesbrough South and East Cleveland,North East,England,35.75%,27.32%,43.36%,57.31%,48.10%,67.59%,2.85%,1.06%,7.24%,NA,NA,NA,2.92%,1.13%,6.61%,0.34%,0.18%,0.64%,NA,NA,NA,NA,NA,NA, strong lab
E14001369,Milton Keynes Central,South East,England,25.93%,20.46%,31.98%,49.02%,40.21%,57.74%,6.95%,2.76%,14.11%,10.04%,5.21%,17.39%,5.70%,2.46%,11.27%,1.20%,0.72%,1.96%,NA,NA,NA,NA,NA,NA, strong lab
E14001370,Milton Keynes North,South East,England,27.05%,20.28%,33.76%,46.42%,38.63%,54.95%,6.41%,2.83%,12.81%,14.35%,7.90%,23.65%,4.75%,2.22%,9.22%,NA,NA,NA,NA,NA,NA,NA,NA,NA, likely lab
E14001371,Mitcham and Morden,London,England,15.37%,11.68%,19.49%,60.44%,50.34%,70.06%,4.82%,1.93%,10.98%,7.88%,4.31%,13.54%,8.09%,3.77%,16.14%,2.41%,1.52%,3.73%,NA,NA,NA,NA,NA,NA, strong lab
E14001372,Morecambe and Lunesdale,North West,England,29.96%,22.98%,36.48%,43.69%,35.73%,51.24%,7.09%,3.27%,12.49%,15.28%,8.88%,24.58%,3.33%,1.51%,7.06%,NA,NA,NA,NA,NA,NA,NA,NA,NA, likely lab
E14001373,New Forest East,South East,England,38.87%,31.23%,46.10%,28.21%,20.49%,37.49%,9.58%,4.75%,16.86%,13.25%,6.49%,23.27%,8.38%,4.35%,15.51%,0.27%,0.15%,0.43%,NA,NA,NA,NA,NA,NA, likely con
E14001374,New Forest West,South East,England,37.38%,29.71%,45.01%,26.46%,19.24%,34.87%,11.78%,6.20%,20.22%,16.10%,8.88%,26.69%,6.79%,3.54%,11.46%,0.29%,0.16%,0.51%,NA,NA,NA,NA,NA,NA, likely con
E14001375,Newark,East Midlands,England,35.37%,28.57%,43.06%,39.69%,32.18%,48.73%,4.38%,1.84%,8.91%,13.81%,7.80%,22.87%,5.21%,2.33%,10.26%,0.39%,0.24%,0.63%,NA,NA,NA,NA,NA,NA, toss up
E14001376,Newbury,South East,England,33.94%,26.57%,41.57%,18.88%,11.66%,28.15%,29.71%,18.43%,42.72%,10.81%,5.47%,19.57%,5.06%,2.10%,9.83%,0.37%,0.22%,0.64%,NA,NA,NA,NA,NA,NA, toss up
E14001377,Newcastle upon Tyne Central and West,North East,England,13.34%,9.75%,17.34%,60.25%,50.45%,68.91%,2.96%,1.11%,6.78%,11.98%,6.75%,18.45%,9.05%,4.56%,15.63%,1.66%,0.92%,3.08%,NA,NA,NA,NA,NA,NA, strong lab
E14001378,Newcastle upon Tyne East and Wallsend,North East,England,10.22%,7.21%,13.61%,59.68%,50.57%,67.36%,6.27%,3.22%,11.96%,12.13%,7.23%,17.95%,9.97%,5.57%,16.23%,1.11%,0.60%,2.02%,NA,NA,NA,NA,NA,NA, strong lab
E14001379,Newcastle upon Tyne North,North East,England,16.51%,12.13%,21.19%,55.55%,47.40%,63.32%,11.17%,6.12%,19.12%,9.51%,4.83%,15.53%,5.50%,2.28%,10.26%,0.93%,0.55%,1.56%,NA,NA,NA,NA,NA,NA, strong lab
E14001380,Newcastle-under-Lyme,West Midlands,England,29.03%,22.21%,36.08%,47.29%,39.26%,55.43%,4.10%,1.75%,9.43%,14.44%,7.58%,23.05%,4.17%,1.97%,8.56%,NA,NA,NA,NA,NA,NA,NA,NA,NA, likely lab
E14001381,Newton Abbot,South West,England,35.18%,28.78%,41.86%,28.96%,21.64%,37.01%,18.38%,11.26%,27.34%,11.95%,6.74%,19.71%,4.14%,2.04%,8.05%,0.30%,0.16%,0.52%,NA,NA,NA,NA,NA,NA, lean con
E14001382,Newton Aycliffe and Spennymoor,North East,England,25.17%,18.27%,31.79%,50.34%,41.52%,59.63%,3.12%,1.14%,7.10%,16.23%,8.72%,26.50%,3.73%,1.61%,8.35%,0.38%,0.20%,0.65%,NA,NA,NA,NA,NA,NA, strong lab
E14001383,Normanton and Hemsworth,Yorkshire and The Humber,England,15.42%,10.19%,21.18%,50.27%,40.92%,59.98%,3.54%,1.22%,8.45%,23.25%,14.60%,32.89%,6.54%,2.87%,13.36%,NA,NA,NA,NA,NA,NA,NA,NA,NA, strong lab
E14001384,North Bedfordshire,Eastern,England,34.97%,28.22%,41.81%,35.48%,28.40%,42.86%,9.09%,4.34%,15.65%,14.90%,8.70%,23.01%,4.82%,2.43%,8.81%,NA,NA,NA,NA,NA,NA,NA,NA,NA, toss up
E14001385,North Cornwall,South West,England,35.68%,28.02%,43.64%,14.76%,9.18%,21.26%,32.63%,23.57%,43.42%,12.72%,6.81%,22.41%,2.94%,1.22%,6.15%,0.27%,0.12%,0.61%,NA,NA,NA,NA,NA,NA, toss up
E14001386,North Cotswolds,South West,England,34.98%,27.23%,42.14%,29.36%,21.66%,38.03%,16.25%,9.25%,25.12%,13.39%,6.86%,22.99%,4.95%,2.33%,9.21%,0.33%,0.18%,0.60%,NA,NA,NA,NA,NA,NA, lean con
E14001387,North Devon,South West,England,29.98%,22.96%,37.29%,15.02%,9.05%,21.81%,32.90%,23.68%,43.76%,16.45%,10.04%,25.49%,4.40%,2.25%,8.71%,0.27%,0.13%,0.54%,NA,NA,NA,NA,NA,NA, toss up
E14001388,North Dorset,South West,England,41.65%,34.13%,49.20%,22.21%,15.83%,30.08%,17.07%,9.64%,26.88%,12.64%,6.88%,20.95%,4.95%,2.44%,9.15%,0.33%,0.17%,0.60%,NA,NA,NA,NA,NA,NA, strong con
E14001389,North Durham,North East,England,17.23%,11.68%,22.78%,53.99%,44.84%,63.06%,5.84%,2.47%,13.25%,17.32%,10.15%,26.26%,4.02%,1.55%,8.81%,0.44%,0.22%,0.80%,NA,NA,NA,NA,NA,NA, strong lab
E14001390,North East Cambridgeshire,Eastern,England,34.01%,25.25%,42.81%,26.40%,19.54%,34.58%,6.40%,2.90%,11.97%,26.09%,16.01%,37.99%,5.59%,2.78%,10.49%,0.32%,0.17%,0.54%,NA,NA,NA,NA,NA,NA, lean con
E14001391,North East Derbyshire,East Midlands,England,30.20%,23.63%,37.55%,47.59%,40.13%,55.80%,2.32%,0.92%,5.56%,14.23%,8.30%,23.40%,4.10%,1.83%,8.39%,0.29%,0.18%,0.47%,NA,NA,NA,NA,NA,NA, likely lab
E14001392,North East Hampshire,South East,England,36.27%,28.33%,43.83%,19.14%,12.84%,27.07%,23.49%,14.71%,35.13%,15.32%,8.20%,24.57%,4.47%,2.03%,8.87%,0.31%,0.19%,0.52%,NA,NA,NA,NA,NA,NA, likely con
E14001393,North East Hertfordshire,Eastern,England,31.78%,25.07%,38.63%,38.18%,30.69%,46.50%,10.45%,5.15%,17.90%,13.92%,7.44%,23.11%,4.83%,2.23%,8.81%,NA,NA,NA,NA,NA,NA,NA,NA,NA, lean lab
E14001394,North East Somerset and Hanham,South West,England,29.49%,22.47%,35.98%,46.51%,38.39%,56.80%,7.35%,3.49%,14.28%,12.14%,5.97%,20.72%,3.31%,1.33%,6.96%,0.27%,0.16%,0.48%,NA,NA,NA,NA,NA,NA, likely lab
E14001395,North Herefordshire,West Midlands,England,29.39%,17.80%,41.04%,14.52%,7.25%,25.38%,4.71%,1.73%,10.89%,12.56%,5.30%,24.89%,35.46%,24.24%,47.64%,1.11%,0.43%,2.84%,NA,NA,NA,NA,NA,NA, lean grn
E14001396,North Norfolk,Eastern,England,37.19%,29.20%,44.75%,11.01%,6.69%,16.92%,34.89%,27.02%,44.29%,12.56%,7.30%,20.39%,3.40%,1.51%,7.24%,NA,NA,NA,NA,NA,NA,NA,NA,NA, toss up
E14001397,North Northumberland,North East,England,26.84%,19.32%,33.92%,40.69%,32.72%,49.52%,10.20%,5.83%,16.24%,18.72%,10.79%,29.61%,2.60%,1.17%,5.30%,0.30%,0.15%,0.57%,NA,NA,NA,NA,NA,NA, likely lab
E14001398,North Shropshire,West Midlands,England,31.39%,22.95%,39.19%,25.00%,17.86%,32.67%,21.28%,13.37%,32.41%,17.70%,10.29%,26.40%,3.37%,1.39%,6.88%,0.36%,0.17%,0.71%,NA,NA,NA,NA,NA,NA, lean con
E14001399,North Somerset,South West,England,32.01%,25.64%,37.72%,42.06%,33.40%,51.33%,8.48%,3.97%,15.42%,10.06%,5.35%,17.43%,6.09%,2.96%,11.30%,0.31%,0.18%,0.54%,NA,NA,NA,NA,NA,NA, likely lab
E14001400,North Warwickshire and Bedworth,West Midlands,England,33.27%,24.70%,41.76%,40.03%,32.04%,48.76%,3.08%,1.14%,7.16%,19.73%,11.41%,32.19%,3.03%,1.25%,6.89%,NA,NA,NA,NA,NA,NA,NA,NA,NA, lean lab
E14001401,North West Cambridgeshire,Eastern,England,31.53%,24.78%,38.53%,36.35%,28.07%,45.35%,6.44%,2.76%,13.03%,15.34%,8.47%,25.41%,9.08%,4.69%,17.24%,NA,NA,NA,NA,NA,NA,NA,NA,NA, toss up
E14001402,North West Essex,Eastern,England,36.86%,29.39%,44.51%,28.21%,21.29%,36.08%,14.61%,8.63%,24.01%,12.88%,6.82%,22.63%,5.70%,2.67%,10.43%,0.35%,0.20%,0.60%,NA,NA,NA,NA,NA,NA, lean con
